#,HEAD OF ACCOUNT,HEAD DESCRIPTION,Major Head,Sub-Major Head,Minor Head,Sub-Minor Head,Detailed Head,Object Head,Voucher Head,Area,ACTUALS 2016-17,BUDGET 2017-18,REVISED 2017-18,BUDGET 2018-19
531,1601-06-101-0177-412-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Integrated Child Development Services (ICDS)$Anganwadi Services$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Integrated Child Development Services (ICDS),Anganwadi Services,NULL,NULL,General Area,0.0,0.0,50000.0,82500.0
532,1601-06-101-0177-413-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Integrated Child Development Services (ICDS)$Scheme for welfare of working children in need of care and protection$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Integrated Child Development Services (ICDS),Scheme for welfare of working children in need of care and protection,NULL,NULL,General Area,0.0,0.0,200.0,230.0
533,1601-06-101-0177-873-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Integrated Child Development Services (ICDS)$National Nutrition Mission$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Integrated Child Development Services (ICDS),National Nutrition Mission,NULL,NULL,General Area,0.0,0.0,26589.0,30577.35
534,1601-06-101-0177-874-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Integrated Child Development Services (ICDS)$Maternity Benefits Programme renamed as Pradhan mantri Matru Vandana Yojana (PMMVY)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Integrated Child Development Services (ICDS),Maternity Benefits Programme renamed as Pradhan mantri Matru Vandana Yojana (PMMVY),NULL,NULL,General Area,0.0,0.0,1500.0,1725.0
535,1601-06-101-0177-875-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Integrated Child Development Services (ICDS)$Scheme for Adolescent Girls$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Integrated Child Development Services (ICDS),Scheme for Adolescent Girls,NULL,NULL,General Area,0.0,0.0,1242.0,1428.3
536,1601-06-101-0318-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National social assistance programme(NSAP)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National social assistance programme(NSAP),NULL,NULL,NULL,General Area,0.0,119383.0,0.0,0.0
537,1601-06-101-0318-278-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National social assistance programme(NSAP)$Annapurna Scheme$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National social assistance programme(NSAP),Annapurna Scheme,NULL,NULL,General Area,0.0,0.0,200.0,200.0
538,1601-06-101-0318-279-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National social assistance programme(NSAP)$National Social Assistance Programme (Administrative Expenditure)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National social assistance programme(NSAP),National Social Assistance Programme (Administrative Expenditure),NULL,NULL,General Area,0.0,0.0,200.0,200.0
539,1601-06-101-0318-993-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National social assistance programme(NSAP)$Indira Gandhi National Disability Pension Scheme$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National social assistance programme(NSAP),Indira Gandhi National Disability Pension Scheme,NULL,NULL,General Area,0.0,0.0,490.0,563.5
540,1601-06-101-0318-994-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National social assistance programme(NSAP)$Indira Gandhi National Widow Pension Scheme$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National social assistance programme(NSAP),Indira Gandhi National Widow Pension Scheme,NULL,NULL,General Area,0.0,0.0,2908.0,3344.2
541,1601-06-101-0318-995-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National social assistance programme(NSAP)$Indira Gandhi National Old Age Pension Scheme$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National social assistance programme(NSAP),Indira Gandhi National Old Age Pension Scheme,NULL,NULL,General Area,0.0,0.0,15356.0,17659.4
542,1601-06-101-0318-996-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National social assistance programme(NSAP)$National Family Benefit Scheme$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National social assistance programme(NSAP),National Family Benefit Scheme,NULL,NULL,General Area,0.0,0.0,1180.0,1357.0
543,1601-06-101-0391-410-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Modernization of Police Forces$Modernisation of State Police Forces and CCTNS$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Modernization of Police Forces,Modernisation of State Police Forces and CCTNS,NULL,NULL,General Area,0.0,0.0,3968.0,4563.2
544,1601-06-101-0391-411-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Modernization of Police Forces$SRE and Special Infrastructure Scheme for LWE Areas$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Modernization of Police Forces,SRE and Special Infrastructure Scheme for LWE Areas,NULL,NULL,General Area,0.0,0.0,16050.0,18457.5
545,1601-06-101-0657-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Service Scheme (NSS)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Service Scheme (NSS),NULL,NULL,NULL,General Area,0.0,68.05,0.0,0.0
546,1601-06-101-1270-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Project Tiger$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Project Tiger,NULL,NULL,NULL,General Area,0.0,1650.0,0.0,0.0
547,1601-06-101-1634-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Border Area Development Programme (Special Central Assistance)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Border Area Development Programme (Special Central Assistance),NULL,NULL,NULL,General Area,0.0,6160.0,3916.0,4503.4
548,1601-06-101-1686-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Sarva Shiksha Abhiyan (SSA)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Sarva Shiksha Abhiyan (SSA),NULL,NULL,NULL,General Area,0.0,160000.0,0.0,0.0
549,1601-06-101-1687-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Rashtriya Swasthya Suraksha Yojana (erstwhile RSBY)$Null$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Rashtriya Swasthya Suraksha Yojana (erstwhile RSBY),Null,NULL,NULL,General Area,0.0,0.0,6293.0,7236.95
550,1601-06-101-1688-304-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Environment, Forestry and Wildlife (EFWL)$NMFGI - Green India Mission- National Afforestation Programme$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,"Environment, Forestry and Wildlife (EFWL)",NMFGI - Green India Mission- National Afforestation Programme,NULL,NULL,General Area,0.0,0.0,100.0,115.0
551,1601-06-101-1688-305-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Environment, Forestry and Wildlife (EFWL)$NMFGI - Intensification of Forest Management$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,"Environment, Forestry and Wildlife (EFWL)",NMFGI - Intensification of Forest Management,NULL,NULL,General Area,0.0,0.0,20.0,20.0
552,1601-06-101-1688-306-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Environment, Forestry and Wildlife (EFWL)$IDWH - Project Tiger$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,"Environment, Forestry and Wildlife (EFWL)",IDWH - Project Tiger,NULL,NULL,General Area,0.0,0.0,2200.0,2530.0
553,1601-06-101-1688-307-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Environment, Forestry and Wildlife (EFWL)$IDWH - Project Elephant$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,"Environment, Forestry and Wildlife (EFWL)",IDWH - Project Elephant,NULL,NULL,General Area,0.0,0.0,316.0,363.4
554,1601-06-101-1688-308-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Environment, Forestry and Wildlife (EFWL)$IDWH - Integrated Development of Wildlife Habitats$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,"Environment, Forestry and Wildlife (EFWL)",IDWH - Integrated Development of Wildlife Habitats,NULL,NULL,General Area,0.0,0.0,500.0,575.0
555,1601-06-101-1688-352-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Environment, Forestry and Wildlife (EFWL)$Conservation of Natural Resources and Ecosystems$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,"Environment, Forestry and Wildlife (EFWL)",Conservation of Natural Resources and Ecosystems,NULL,NULL,General Area,0.0,0.0,100.0,115.0
556,1601-06-101-1688-353-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Environment, Forestry and Wildlife (EFWL)$National River Conservation Programme$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,"Environment, Forestry and Wildlife (EFWL)",National River Conservation Programme,NULL,NULL,General Area,0.0,0.0,20.0,20.0
557,1601-06-101-2278-284-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Infrastructure Facilities for Judiciary$Gram Nyayalayas$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Infrastructure Facilities for Judiciary,Gram Nyayalayas,NULL,NULL,General Area,0.0,0.0,100.0,115.0
558,1601-06-101-2278-285-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Infrastructure Facilities for Judiciary$Infrastructure Facilities for Judiciary$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Infrastructure Facilities for Judiciary,Infrastructure Facilities for Judiciary,NULL,NULL,General Area,0.0,0.0,2500.0,2875.0
559,1601-06-101-2819-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Panchayat Yuva Krida Aur Khel Abhiyan (PYKKA)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Panchayat Yuva Krida Aur Khel Abhiyan (PYKKA),NULL,NULL,NULL,General Area,0.0,314.6,0.0,0.0
560,1601-06-101-2853-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Integrated Development for Wildlife Habitats$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Integrated Development for Wildlife Habitats,NULL,NULL,NULL,General Area,0.0,810.0,0.0,0.0
561,1601-06-101-2854-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Pradhan Mantri Adarsh Gram Yojana (PMAGY)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Pradhan Mantri Adarsh Gram Yojana (PMAGY),NULL,NULL,NULL,General Area,0.0,1575.0,0.0,0.0
562,1601-06-101-2877-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Mission for Empowerment of women including Indira Gandhi Mattrlitav Sahyog Yojana  (IGMSY)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Mission for Empowerment of women including Indira Gandhi Mattrlitav Sahyog Yojana  (IGMSY),NULL,NULL,NULL,General Area,0.0,1500.0,0.0,0.0
563,1601-06-101-2889-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Rajiv Gandhi Scheme for Empowerment of Adolescent Girls (SABLA)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Rajiv Gandhi Scheme for Empowerment of Adolescent Girls (SABLA),NULL,NULL,NULL,General Area,0.0,1500.0,0.0,0.0
564,1601-06-101-2908-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Strengthening of Database and Geographical Information System of Fisheries Sector$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Strengthening of Database and Geographical Information System of Fisheries Sector,NULL,NULL,NULL,General Area,0.0,74.0,0.0,0.0
565,1601-06-101-3545-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Project under Jawaharlal Nehru National Urban Renewal Mission (JNNURm)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Project under Jawaharlal Nehru National Urban Renewal Mission (JNNURm),NULL,NULL,NULL,General Area,0.0,4859.36,0.0,0.0
566,1601-06-101-3594-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,NULL,NULL,NULL,General Area,0.0,133112.9,0.0,0.0
567,1601-06-101-3594-259-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$NRHM - RCH Flexible Pool including Routine Immunization Programme, Pulse Polio Immunization Programme, National Iodine Deficiency Disorders Control Programme etc$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,"NRHM - RCH Flexible Pool including Routine Immunization Programme, Pulse Polio Immunization Programme, National Iodine Deficiency Disorders Control Programme etc",NULL,NULL,General Area,0.0,0.0,36199.0,66628.85
568,1601-06-101-3594-260-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$NRHM - Health System Strengthening under NRHM$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,NRHM - Health System Strengthening under NRHM,NULL,NULL,General Area,0.0,0.0,68844.0,104170.6
569,1601-06-101-3594-261-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$NRHM - Flexible Pool for Communicable Diseases$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,NRHM - Flexible Pool for Communicable Diseases,NULL,NULL,General Area,0.0,0.0,1781.0,2048.15
570,1601-06-101-3594-269-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$NRHM - Flexible Pool for Non-Communicable Diseases, Injury and Trauma$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,"NRHM - Flexible Pool for Non-Communicable Diseases, Injury and Trauma",NULL,NULL,General Area,0.0,0.0,100.0,115.0
571,1601-06-101-3594-270-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$NRHM - Infrastructure Maintenance$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,NRHM - Infrastructure Maintenance,NULL,NULL,General Area,0.0,0.0,16308.0,18754.2
572,1601-06-101-3594-271-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$NRHM - Forward Linkages to NRHM$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,NRHM - Forward Linkages to NRHM,NULL,NULL,General Area,0.0,0.0,20.0,20.0
573,1601-06-101-3594-272-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$NRHM - Strengthening of State Drug Regulatory System$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,NRHM - Strengthening of State Drug Regulatory System,NULL,NULL,General Area,0.0,0.0,20.0,20.0
574,1601-06-101-3594-273-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$NRHM - Pilot Schemes (Sports Medicine, Deafness, Leptospirosis Control, Control of Human Rabies, Medical Rehabilitation, Oral Health, Fluorosis)$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,"NRHM - Pilot Schemes (Sports Medicine, Deafness, Leptospirosis Control, Control of Human Rabies, Medical Rehabilitation, Oral Health, Fluorosis)",NULL,NULL,General Area,0.0,0.0,20.0,20.0
575,1601-06-101-3594-274-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$NRHM - Human Resources for Health$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,NRHM - Human Resources for Health,NULL,NULL,General Area,0.0,0.0,20.0,20.0
576,1601-06-101-3594-276-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$TCP - National Mental Health Programme$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,TCP - National Mental Health Programme,NULL,NULL,General Area,0.0,0.0,20.0,20.0
577,1601-06-101-3594-277-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$TCP - Capacity Building for Trauma Centres$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,TCP - Capacity Building for Trauma Centres,NULL,NULL,General Area,0.0,0.0,20.0,20.0
578,1601-06-101-3594-278-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$TCP - National Programme for prevention and control of Cancer, Diabetes, Cardio-vascular Disease and Stroke$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,"TCP - National Programme for prevention and control of Cancer, Diabetes, Cardio-vascular Disease and Stroke",NULL,NULL,General Area,0.0,0.0,6000.0,6900.0
579,1601-06-101-3594-279-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$TCP - National Programme for Health Care for the Elderly$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,TCP - National Programme for Health Care for the Elderly,NULL,NULL,General Area,0.0,0.0,238.0,273.7
580,1601-06-101-3594-280-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$TCP - National Programme for Control of Blindness $NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,TCP - National Programme for Control of Blindness ,NULL,NULL,General Area,0.0,0.0,20.0,20.0
581,1601-06-101-3594-281-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$TCP - Telemedicine$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,TCP - Telemedicine,NULL,NULL,General Area,0.0,0.0,20.0,20.0
582,1601-06-101-3594-282-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$TCP - Tobacco Control Programme$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,TCP - Tobacco Control Programme,NULL,NULL,General Area,0.0,0.0,20.0,20.0
583,1601-06-101-3594-283-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$HRHME - Upgradation/ Strengthening of Nursing Services (ANM/GNM)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,HRHME - Upgradation/ Strengthening of Nursing Services (ANM/GNM),NULL,NULL,General Area,0.0,0.0,20.0,20.0
584,1601-06-101-3594-284-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$HRHME - Strengthening/Upgradation of Pharmacy School/College$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,HRHME - Strengthening/Upgradation of Pharmacy School/College,NULL,NULL,General Area,0.0,0.0,626.0,719.9
585,1601-06-101-3594-285-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$HRHME - District Hospital-Upgradation of State Government Medical Colleges (PG Seats)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,HRHME - District Hospital-Upgradation of State Government Medical Colleges (PG Seats),NULL,NULL,General Area,0.0,0.0,1693.0,1946.95
586,1601-06-101-3594-286-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$HRHME - Strengthening Government Medical Colleges (UG Seats) and Central Government Health Institutions$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,HRHME - Strengthening Government Medical Colleges (UG Seats) and Central Government Health Institutions,NULL,NULL,General Area,0.0,0.0,20.0,20.0
587,1601-06-101-3594-287-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$HRHME - Establishing New Medical Colleges (upgrading District Hospital)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,HRHME - Establishing New Medical Colleges (upgrading District Hospital),NULL,NULL,General Area,0.0,0.0,21100.0,24265.0
588,1601-06-101-3594-288-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$HRHME - Setting up of State Institutions of Para-medical Sciences in States and Setting up of College of Para-medical Education$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,HRHME - Setting up of State Institutions of Para-medical Sciences in States and Setting up of College of Para-medical Education,NULL,NULL,General Area,0.0,0.0,20.0,20.0
589,1601-06-101-3594-543-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$National Urban Health Mission$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,National Urban Health Mission,NULL,NULL,General Area,0.0,0.0,1918.0,2205.7
590,1601-06-101-3594-546-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Health Mission (NHM) including NRHM$National Mission on Ayush$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Health Mission (NHM) including NRHM,National Mission on Ayush,NULL,NULL,General Area,0.0,0.0,1877.0,2158.55
591,1601-06-101-3807-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Rastriya Krishi Vikas Yojana (RKVY)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Rastriya Krishi Vikas Yojana (RKVY),NULL,NULL,NULL,General Area,0.0,31500.0,0.0,0.0
592,1601-06-101-3843-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Multi Sectoral Development Programme for Minorities$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Multi Sectoral Development Programme for Minorities,NULL,NULL,NULL,General Area,0.0,30761.7,0.0,0.0
593,1601-06-101-3857-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Agricultural Economic and Statistics Agricultural Census$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Agricultural Economic and Statistics Agricultural Census,NULL,NULL,NULL,General Area,0.0,550.0,0.0,0.0
594,1601-06-101-3952-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Rashtriya Madhyamik Shiksha Abhiyan (RMSA)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Rashtriya Madhyamik Shiksha Abhiyan (RMSA),NULL,NULL,NULL,General Area,0.0,18150.0,0.0,0.0
595,1601-06-101-3959-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Integrated Child Protection Scheme (ICPS)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Integrated Child Protection Scheme (ICPS),NULL,NULL,NULL,General Area,0.0,1557.8,0.0,0.0
596,1601-06-101-4040-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$NAtional Afforetation Programme (National MIssion for a Green India)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,NAtional Afforetation Programme (National MIssion for a Green India),NULL,NULL,NULL,General Area,0.0,1000.0,0.0,0.0
597,1601-06-101-4063-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Scheme for modernization of police and other Forces$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Scheme for modernization of police and other Forces,NULL,NULL,NULL,General Area,0.0,6523.0,0.0,0.0
598,1601-06-101-4065-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Grants for security Related Expenditure$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Grants for security Related Expenditure,NULL,NULL,NULL,General Area,0.0,16948.74,0.0,0.0
